#,Question,Answer
1,What is the QTAC code for the standalone Bachelor of Information Technology?,"The QTAC code for the Bachelor of Information Technology is 733001. Domestic students, including interstate applicants, apply through QTAC at qtac.edu.au."
2,"What was the median entry score for BIT at UQ for Semester 1, 2026?","The median entry score for the Bachelor of Information Technology (Semester 1, 2026) was 87.4, with a minimum of 81.9 and a highest of 95.45. Meeting the minimum does not guarantee admission."
3,I got an ATAR of 82. Am I guaranteed a place in the BIT?,"An ATAR of 82 is above the Semester 1, 2026 minimum entry score of 81.9, but meeting the minimum does not guarantee admission. Entry is competitive, and scores are reviewed annually, so check study.uq.edu.au for the most current information."
4,What is the minimum entry score for the Bachelor of Business Management / IT dual degree?,"The minimum entry score for the Bachelor of Business Management / Information Technology for Semester 1, 2026 was 86.4. Entry scores are reviewed annually, so confirm current requirements at study.uq.edu.au."
5,What is the minimum entry score for the BE(Hons) / IT dual degree?,"The minimum entry score for the Bachelor of Engineering (Honours) / Information Technology for Semester 1, 2026 was 84. Entry scores are reviewed annually in April."
6,Do I need to study a specific maths subject in Year 12 to get into BIT?,"Yes, BIT has a mathematics prerequisite for entry. You should confirm the specific subject requirement with QTAC or check study.uq.edu.au, as prerequisite subjects vary by state curriculum."
7,"If I live in New South Wales, do I still apply through QTAC for BIT?","Yes. All domestic students, including those from interstate states such as New South Wales, apply for BIT through QTAC. Your Year 12 results will be converted to an equivalent entry score."
8,"Is BIT available to start in Semester 2, or only Semester 1?","The standard Bachelor of Information Technology is available for Semester 1 intake. For Semester 2 availability, check study.uq.edu.au or contact UQ Admissions for the most current information."
9,I finished Year 12 in Victoria. Will my VCE results be accepted for BIT entry?,Yes. VCE results from Victoria are accepted and will be converted to an equivalent entry score by QTAC. You should also confirm that your subjects meet the prerequisite requirements for BIT.
10,Can I apply for BIT if I completed the IB (International Baccalaureate) in Australia?,"Yes. The International Baccalaureate is an accepted qualification for entry into UQ programs including BIT. Your IB results will be converted to an equivalent entry score, and you should confirm prerequisite requirements with QTAC or UQ Admissions."
11,Does UQ accept mature age applicants for the BIT who haven't completed Year 12?,"UQ does consider alternative entry pathways for applicants who have not completed Year 12. For details on mature age entry options, visit study.uq.edu.au or contact UQ Admissions directly."
12,Are there any subject prerequisites I need to meet before applying to BIT as a domestic student?,"Yes, BIT has prerequisite subject requirements, including a mathematics subject. You should verify the specific prerequisites at study.uq.edu.au or through QTAC to ensure your Year 12 subjects qualify."
13,What happens if my ATAR is below 81.9 - is there any other way to get into BIT?,"If your ATAR is below the minimum entry score, you may be able to explore alternative pathways such as a UQ diploma program or other entry options. Visit study.uq.edu.au or contact UQ Admissions to discuss your specific situation."
14,How often are entry scores for BIT updated?,Entry scores for BIT and other UQ programs are reviewed annually in April. Always check study.uq.edu.au for the most current entry requirements before applying.
15,"If I apply through QTAC, what is the application process like for BIT?","Domestic students submit their application through QTAC at qtac.edu.au, listing their preferred programs including BIT (QTAC code 733001). QTAC processes Year 12 results and notifies applicants of offers. Contact QTAC directly for guidance on application deadlines and steps."
16,Is there a difference between the entry scores for the BIT compared to the BE(Hons)/IT dual degree?,"Yes. For Semester 1, 2026, the BIT had a minimum entry score of 81.9, while the BE(Hons)/IT dual degree required a minimum of 84. Entry scores are reviewed annually."
17,I completed Year 12 in Western Australia. How do my WACE results get assessed for BIT entry?,WACE results from Western Australia are converted to an equivalent entry score by QTAC for domestic applicants. You apply through QTAC and should confirm that your subjects meet BIT prerequisite requirements.
18,"What was the highest entry score recorded for BIT in Semester 1, 2026?","The highest entry score recorded for the Bachelor of Information Technology in Semester 1, 2026 was 95.45."
19,Can I defer my offer for BIT and start in a later semester?,Deferral options depend on UQ's current policies and the specific offer received. You should contact UQ Admissions or check study.uq.edu.au for details on deferral eligibility and procedures.
20,"If I want to study the BIT/Arts dual degree, does it include an IT major?","No. From 2026, the BIT/Arts dual degree does not include an IT major. Dual degree students may only complete 1 major toward the single program, and majors are no longer possible in dual degrees."
21,Do domestic BIT students need to demonstrate English proficiency as part of their application?,"Domestic students who completed Year 12 in Australia typically satisfy English requirements through their senior secondary results. If your schooling was completed in a non-English context, contact UQ Admissions to confirm what evidence of English proficiency is required."
22,I am an international student. What English proficiency score do I need for the BIT?,"International students must meet UQ's English language requirements. Accepted tests include IELTS, TOEFL iBT, and PTE Academic. Check study.uq.edu.au for the minimum scores required for the BIT program."
23,Do I need to sit an IELTS test if English is my first language?,"If you are from a recognised English-speaking country or have completed sufficient study in English, you may be exempt from the English proficiency requirement. Check study.uq.edu.au to confirm whether your background qualifies for an exemption."
24,I completed my secondary schooling in India under the CBSE. Do I meet the English requirement for BIT?,Yes. A grade of 65 per cent or better in English from the CBSE satisfies UQ's Minimum English requirement. You should also confirm you meet the mathematics prerequisite for BIT.
25,What is the application fee I need to pay as an international student applying to BIT?,"A non-refundable application fee of AUD $150 applies to all international applications, regardless of how you submit your application."
26,"As an international student on a student visa, how many hours can I work per fortnight during semester?","From 1 July 2023, international students on a student visa can work up to 48 hours per fortnight during semester."
27,I am from China. Will my high school results be accepted for entry into BIT?,UQ accepts a range of international secondary qualifications for entry. You should check study.uq.edu.au to confirm whether your specific Chinese qualification is recognised and what the equivalent entry requirements are.
28,What is the total indicative tuition fee for the BIT as an international student?,"The indicative total fee for the 3-year BIT is approximately AUD $201,774, based on the 2026 first-year fee of AUD $58,056. Fees are reviewed annually."
29,What is the international tuition fee per year for BIT in 2026?,"The 2026 international tuition fee for the BIT is AUD $58,056 per year. Fees are subject to annual review."
30,"Is there a mathematics prerequisite for the BIT, and does it apply to international students too?","Yes, there is a mathematics prerequisite for BIT that applies to all applicants, including international students. Check study.uq.edu.au for the specific subject and level required."
31,What is the deadline for international students to apply for the BIT Honours in Semester 1?,The application deadline for international students applying for BIT Honours in Semester 1 is 30 November.
32,What is the deadline for international students to apply for the BIT Honours in Semester 2?,The application deadline for international students applying for BIT Honours in Semester 2 is 31 May.
33,What is the minimum entry score for the Bachelor of Commerce / IT for international applicants?,"The minimum entry score for the Bachelor of Commerce / IT is 84.4. Entry scores are reviewed annually, so check study.uq.edu.au for the most current information."
34,"If I am an international student, how much should I budget for living costs in Brisbane?","Off-campus living costs are estimated at AUD $2,026 to $4,151 per month. On-campus residential college accommodation ranges from AUD $2,635 to $4,168 per month, with meals included."
35,Is the BIT accredited by a professional body that international employers would recognise?,"Yes. The BIT is accredited by the Australian Computer Society (ACS), and UQ states that its qualifications are internationally recognised, meaning graduates can work anywhere in the world."
36,What is the SSAF fee I will need to pay as an international BIT student in 2026?,The Student Services and Amenities Fee (SSAF) has a maximum annual fee of AUD $373 for 2026.
37,I completed a foundation program overseas. Can I use that to apply for the BIT instead of my high school results?,UQ may accept certain foundation programs as an alternative pathway for entry into the BIT. Check study.uq.edu.au to confirm whether your specific foundation program is recognised and what entry requirements apply.
38,How many years does the Bachelor of Information Technology take to complete full-time?,"The BIT is a 3-year full-time program requiring 48 units in total. A standard full-time load is 8 units per semester, which equals 16 units per year."
39,When does Semester 1 2026 start at UQ?,"Semester 1, 2026 commences on 23 February 2026. Check the UQ academic calendar at study.uq.edu.au for key dates including census dates and exam periods."
40,When does Semester 2 2026 start?,"Semester 2, 2026 commences on 27 July 2026. Confirm all relevant dates by consulting the UQ academic calendar at study.uq.edu.au."
41,What is a standard full-time study load per semester in the BIT?,"A standard full-time study load is 8 units per semester. Over two semesters this gives 16 units per year, and across 3 years you accumulate the 48 units required to graduate."
42,"If I study part-time, how long will it take me to finish the BIT?","Part-time study is defined as fewer than 6 units per semester, which is less than 75% of the standard full-time load. Studying part-time will extend the BIT beyond the standard 3 years."
43,Does the BIT have a single major or can I do multiple majors?,"The BIT is a single-major program. From 2026, students in dual degrees may only complete 1 major toward the single program, and a standard 3-year BIT does not typically accommodate a formal second major within its 48 units."
44,What IT majors are available in the standalone BIT program?,"The BIT offers majors including Computer Science, Data Science, Software Engineering, Games Technology, and Human-Computer Interaction, among others. Check Programs and Courses at study.uq.edu.au for the full and current list of available majors."
45,Can I do an honours year after completing the standard 3-year BIT?,Yes. The Bachelor of Information Technology (Honours) is a separate program available after your BIT. You need a minimum GPA of 5.0 on UQ's 7-point scale to be eligible.
46,How long does the BIT Honours program take?,The BIT (Honours) is a 1-year full-time program that follows the completion of the standard 3-year BIT. Check study.uq.edu.au for full entry and program details.
47,When is the application deadline for BIT Honours if I am an international student applying for Semester 1?,The BIT (Honours) application deadline for international students applying for Semester 1 is 30 November. Domestic students applying for Semester 1 have until 31 January.
48,What is the application deadline for BIT Honours for a domestic student starting in Semester 2?,Domestic students applying for the BIT (Honours) with a Semester 2 start have a deadline of 30 June. International students applying for Semester 2 must apply by 31 May.
49,"Does the BIT include elective units, or is every course compulsory?",The BIT includes both core compulsory courses and elective units. Electives give you flexibility to explore areas beyond your major. Consult Programs and Courses at study.uq.edu.au for the breakdown of core and elective requirements.
50,Where can I find the suggested course sequence for my BIT major semester by semester?,Study plans with suggested semester-by-semester course sequences are available from the School of Electrical Engineering and Computer Science (EECS) website at eecs.uq.edu.au and through Programs and Courses at study.uq.edu.au.
51,How many units per year do I study in the BIT if I am full-time?,"Full-time BIT students study 16 units per year, typically 8 units per semester across two semesters. This pace allows you to complete the 48-unit program in 3 years."
52,What is the structure of a BIT dual degree - how long does it take?,"BIT dual degrees are longer than the standalone 3-year BIT, with duration varying by combination. For example, the BE(Hons)/IT is a 5-year program. Check study.uq.edu.au for the specific duration of each dual degree option."
53,"From 2026, can I complete two IT majors in a BIT dual degree?","No. From 2026, dual degree students may only complete 1 major toward the single program, and majors are no longer possible in dual degrees."
54,Does the BIT cover areas like social media and mobile computing as part of the curriculum?,Yes. Social and Mobile Computing is listed as one of the key areas of study within the BIT curriculum.
55,"Can I start the BIT in Semester 2, or is it only available in Semester 1?",The standalone BIT is primarily a Semester 1 intake program. The BIT (Honours) is available for both Semester 1 and Semester 2 intakes. Check study.uq.edu.au to confirm current intake availability for the standard BIT.
56,What happens to my program structure if I fail a core course in the BIT?,"Failing a core course may affect your ability to progress to later courses that have it as a prerequisite, which could extend your time to graduation. Seek advice from a UQ academic advisor promptly if this occurs."
57,Is there a work integrated learning or industry placement component in the BIT?,"The BIT curriculum emphasises employability and industry connections through UQ's Enhance Your Employability program, including internships and industry events. For specific placement or work-integrated learning requirements, check Programs and Courses at study.uq.edu.au."
58,Can I add the Concurrent Diploma in Languages to my BIT without extending my study by years?,Yes. The Concurrent Diploma in Languages is 16 units and is designed to be studied alongside your BIT without significantly extending your total study time. You can apply for it after enrolling in the BIT.
59,What is the difference between the BIT and the BIT (Honours) in terms of program length and entry requirements?,"The standard BIT is a 3-year program requiring 48 units, while the BIT (Honours) is an additional 1-year program you can undertake after the BIT, requiring a minimum GPA of 5.0 on UQ's 7-point scale."
60,"If I want to study IT alongside Business Management, what is the structure of that dual degree?","The Bachelor of Business Management / Information Technology (QTAC code 710401) is a dual degree combining both disciplines. Duration and structure details are available at study.uq.edu.au, and from 2026 students complete 1 major toward the single program only."
61,What majors can I choose in the BIT/Arts dual degree from 2026?,"From 2026, the BIT/Arts dual degree does not include an IT major. You select one Arts major, and majors are no longer possible within the dual degree component. Check study.uq.edu.au for the available Arts majors."
62,I want to study both computing and business. Which dual degree lets me do that and what IT majors are available?,"The Bachelor of Business Management/IT or the Bachelor of Commerce/IT are both options. From 2026, dual degree students may only complete one major toward the single program, and majors are no longer possible in dual degrees. Confirm current major availability at study.uq.edu.au."
63,What IT majors are available in the BIT/Business Management dual degree?,"From 2026, dual degree students may only complete one major toward the single program, and majors are no longer possible in dual degrees. For current details on the BBusMgt/IT structure, check study.uq.edu.au."
64,Can I study a Data Science major in the BIT?,"Yes, Data Science is available as a major in the Bachelor of Information Technology. Check Programs and Courses at study.uq.edu.au for the required courses and study plan."
65,"If I am enrolled in the BIT, can I switch my major partway through my degree?","It may be possible to change your major, but this can affect your study plan and progression. You should seek academic advice from EECS or Student Services before making any changes to confirm how it affects your course requirements."
66,Does the BIT allow me to choose a second major within the 3-year program?,"The BIT is a 3-year single-major program, and its standard 48-unit structure typically does not accommodate a formal second major. If you want broader coverage, a dual degree or strategic use of electives may help, so seek academic advice."
67,What Arts majors can I pair with IT in the BIT/Arts dual degree?,"The BIT/Arts dual degree allows you to choose from a range of Arts majors, including Psychology. Check study.uq.edu.au for the full list of available Arts majors for your commencement year."
68,"Is Computer Science a major in the BIT, or is it a separate degree?",Computer Science is available as a major within the Bachelor of Information Technology. It is also offered as part of other UQ programs. Check Programs and Courses at study.uq.edu.au for full details.
69,What majors are offered in the Bachelor of Commerce component of the BCom/IT dual degree?,"The Commerce component of the BCom/IT offers majors in Accounting, Business Analytics, Business Information Systems, and Finance."
70,"From 2026, can I complete two majors if I enrol in a BIT dual degree?","No. From 2026, dual degree students may only complete one major toward the single program, and majors are no longer possible in dual degrees."
71,Does the BIT/Engineering dual degree allow me to choose an IT major?,"From 2026, majors are no longer possible in dual degrees, so you may only complete one major toward the single program component. Check study.uq.edu.au for the current structure of the BE(Hons)/IT."
72,"What is the Human-Computer Interaction area of study in the BIT, and is it a full major?","Human-computer interaction is listed as a key area of study within the BIT curriculum. For whether it constitutes a formal named major, check Programs and Courses at study.uq.edu.au for your commencement year."
73,I am interested in cybersecurity. Is there a cybersecurity major or specialisation in the BIT?,"Cybersecurity-related content is part of the BIT curriculum. For whether a dedicated cybersecurity major or specialisation is formally offered, check Programs and Courses at study.uq.edu.au for your commencement year."
74,Are the BIT majors the same for both domestic and international students?,"Yes, the same majors within the BIT program are available to both domestic and international students. Check Programs and Courses at study.uq.edu.au to confirm current major offerings."
75,Do I need to declare my major when I first enrol in the BIT?,You should confirm the enrolment process and when major selection is required with UQ Admissions or your academic advisor. Check study.uq.edu.au or contact EECS at eecs.uq.edu.au for guidance.
76,Can I complete a major in Artificial Intelligence within the BIT?,"For current information on whether an Artificial Intelligence major is formally available in the BIT, check Programs and Courses at study.uq.edu.au, as program structures are reviewed annually."
