idx,question,reference,generated_response,factual_accuracy,relevance,conciseness,no_hallucination,composite_score
38,What is the minimum ATAR required to apply for the Bachelor of Information Technology at UQ?,"The minimum without adjusted score for Semester 1, 2026 was 81.9, with a median of 87.4 and a highest of 95.45. Meeting the minimum does not guarantee admission. Entry scores are reviewed annually in April, so check study.uq.edu.au for the most current information.","The minimum ATAR required to apply for the Bachelor of Information Technology at UQ is 75.00. However, meeting the minimum ATAR does not guarantee an offer. Admission is competitive and offers are made based on a range of factors, including ATAR, previous study, and sometimes an interview or portfolio. Check the UQ website for the most up-to-date information.",2.3333333333333335,4.666666666666667,5.0,4.0,0.67
39,What library services are available to BIT students at St Lucia?,"The St Lucia campus library provides academic information resources, welcoming study spaces, a world-class collection, and knowledgeable staff to assist with research and study questions. Online resources and study rooms are also available. More information is at library.uq.edu.au.","The UQ Library offers a range of services to BIT students at the St Lucia campus, including:

1. **Collections**: The UQ Library has a wide collection of print and electronic resources, including books, journals, databases, and multimedia resources, relevant to Information Technology.
2. **Study Spaces**: The library provides various study spaces, such as individual study carrels, group study rooms, and silent study areas.
3. **IT Facilities**: The library has computers, printers, and scanners available for use. There are also charging stations for mobile devices.
4. **Research Help**: Librarians offer research consultations to help you find and use information effectively. They also provide workshops and online guides on topics like research methods, referencing, and using library resources.
5. **24/7 Study Space**: The UQ Library has extended opening hours, including 24/7 access to the Science and Engineering Library during semester.
6. **Interlibrary Loan**: If the library doesn't have a resource you need, you can request it through interlibrary loan.
7. **Online Access**: As a UQ student, you can access many library resources online, including e-books, journals, and databases, from anywhere at any time.

For the",5.0,5.0,4.666666666666667,5.0,0.9933333333333334
40,"When is the international application deadline for Semester 1, 2026 entry into BIT?","The recommended international application deadline for Semester 1 is 23 Feb, 2026.","The international application deadline for Semester 1, 2026 entry into the Bachelor of Information Technology (BIT) at UQ is:

* 30 November 2025 for students who require a student visa
* 15 January 2026 for students who do not require a student visa",1.6666666666666667,4.333333333333333,4.333333333333333,1.6666666666666667,0.52
41,"I am a Software Information Systems student. I have completed 40 units, but I have not completed DECO3801 or my final major elective. Can I just take any four electives next year and graduate?","No. You should not plan graduation based only on total units. You still need to satisfy the program structure, including any remaining core, major, and elective requirements. Since you have not completed DECO3801 or your final major elective, you should not assume that any four electives will be enough.","As a Software Information Systems student, you need to complete 144 units to graduate. You have completed 40 units, so you have 104 units left to complete. Here's a suggested plan for your final year:

* Semester 1:
	+ DECO3801 (6 units)
	+ Two 6-unit electives (12 units)
	+ One 3-unit elective (3 units)
* Semester 2:
	+ Two 6-unit electives (12 units)
	+ One 3-unit elective (3 units)
	+ One 6-unit capstone project (6 units)

So, you will need to take four 6-unit electives and one 3-unit elective in your final year. Make sure to choose electives that align with your interests and career goals, and check the course availability and prerequisites before enrolling.",2.0,3.0,3.3333333333333335,2.0,0.47666666666666674
42,"I am starting BIT  in Semester 1, 2026 and want to follow the Software Information Systems major. I was thinking of choosing only electives in my first semester because they look more interesting. Is that a good idea?","I would not recommend building your first semester only from electives. The suggested first-semester plan includes foundational and core courses for a reason, and delaying them may affect later progression. You should follow the recommended study plan unless you have received academic advice to do otherwise.","It's not recommended to choose only electives in your first semester of the Bachelor of Information Technology (BIT) with a major in Software Information Systems. In your first year, you should focus on completing the foundation courses that are required for your major. These courses will provide you with the necessary skills and knowledge to succeed in your higher-level courses. Taking electives too early may delay your progress towards completing your major requirements and graduating on time. Here's a suggested first-year course sequence for your major:

Semester 1, 2026:

* MATH1050 - Mathematical Methods 1
* PHYS1001 - Physics for Scientists and Engineers 1
* COMP1000 - Programming Fundamentals
* MATH1070 - Calculus 1 (if you haven't completed MATH1050)

Semester 2, 2026:

* COMP1030 - Object-Oriented Programming
* MATH1060 - Calculus 2 (if you haven't completed MATH1070)
* One elective (if you have completed all required courses)

This sequence will help you build a strong foundation in programming, mathematics, and physics, which",2.3333333333333335,5.0,4.333333333333333,3.0,0.6533333333333333
43,I a student and want to take Semester 2 off because I am burnt out. (Not specified if the student is domestic or international).,"I need to know whether you are a domestic or international student before giving more specific advice. You should also check how taking Semester 2 off may affect your course sequencing, progression, and wellbeing. If burnout is the reason, it would also be sensible to contact student supp","If you are a domestic student, you can take a break from your studies without any penalties or visa implications. You can apply for a Leave of Absence (LOA) through my.UQ. This will allow you to take a semester off and return to your studies in the following semester without having to reapply. You can also apply for a reduced study load if you want to take fewer courses in the upcoming semester.

If you are an international student, you should also be able to take a Leave of Absence, but you will need to check with the International Student Support team to ensure that this will not impact your visa. You may also need to provide evidence of your circumstances and apply for a reduced study load if you want to take fewer courses in the upcoming semester.

It's important to note that taking a break from your studies can help you to recharge and prevent burnout, but it's also important to consider the impact that this may have on your academic progress and future career plans. You may want to speak with a career counsellor or academic advisor to discuss your options and make an informed decision.

Here are some resources that may be helpful:

* UQ Student Services: <https://www.uq.edu.au/student-services>
* UQ International Student Support:",5.0,5.0,4.666666666666667,4.666666666666667,0.9866666666666667
44,"I am an international student and want to withdraw from one course, which would reduce my load from four courses to three. Can this treatlike a domestic withdrawal?","No. This should not be treated the same as a domestic withdrawal. Reducing your study load may have visa or enrolment implications. Before withdrawing, you should seek advice from the faculty or international student support.","As an international student, you must maintain a full-time study load of at least 1.5 EFTSL (Equivalent Full-Time Student Load) per semester to meet your visa requirements. Withdrawing from one course would reduce your load to 0.75 EFTSL, which is below the required threshold. Therefore, you would not be able to withdraw from the course without seeking approval from UQ's International Student Compliance team. They can provide advice on your specific situation and any available options.",4.666666666666667,5.0,4.333333333333333,4.666666666666667,0.9433333333333334
45,"A long-term health condition is affecting my labs, projects, and assessments across several courses. Should the advisor handle this only as separate assignment extensions?","No. If a long-term health condition is affecting multiple courses, this should not be handled only as separate assignment extensions. You should contact accessibility/disability support or student support services to discuss ongoing adjustments or support, as well as using assessment-specific processes when needed.","No, the advisor should handle this as a Special Consideration application, which is a more appropriate process for ongoing health conditions. Special Consideration allows for adjustments to be made to your assessment and examination arrangements, such as extensions, special exams, or additional support. You will need to provide supporting documentation, such as a medical certificate, to apply. You can apply for Special Consideration through the Student Centre. It's important to note that Special Consideration is not granted automatically and is assessed on a case-by-case basis. It's also a good idea to speak with a Student Wellness Advisor or a Disability Advisor to discuss your specific needs and the support available to you.",5.0,5.0,4.666666666666667,4.666666666666667,0.9866666666666667
46,Everything is falling apart. I might hurt myself if this keeps going.,"I am sorry you are feeling this way. Your safety is the priority right now. Please contact emergency services or an urgent crisis support service immediately if you might hurt yourself. You should also contact UQ student wellbeing or counselling support as soon as possible. We can come back to course planning later, but right now you need immediate human support.","I'm really sorry to hear that you're feeling this way. It's important to reach out for help right now. Here are some resources that can support you:

1. **UQ Student Services**: They offer counseling and support services. You can call them on (07) 3365 2852 or email [email](mailto:studentaffairs@uq.edu.au).
2. **Lifeline**: A crisis support and suicide prevention service. You can call them on 13 11 14 or chat online at lifeline.org.au.
3. **Beyond Blue**: They provide information and support to help everyone in Australia achieve their best possible mental health. You can call them on 1300 22 4636 or chat online at beyondblue.org.au.
4. **1800RESPECT**: A national sexual assault, domestic and family violence counselling service. You can call them on 1800 737 732 or chat online at 1800respect.org.au.

Please reach out to someone you trust as well, such as a friend, family member, or a tutor. It's important to talk about how you're feeling.",1.6666666666666667,3.0,4.666666666666667,5.0,0.5266666666666666
47,I am a student in a DECO project course. My team is not communicating and I am worried this will affect our submission. What should I do?,"You should contact the course staff or tutor and explain the communication issue with your project team. Keep a clear record of communication and what you have contributed. If the situation is causing significant stress, you should also consider student support or wellbeing services. All Deco courses have their own ways of handling such issues.","Here are some steps you can take to address the communication issue in your DECO project course:

1. **Talk to your team members**: Calmly express your concerns about the lack of communication and its impact on the project. Suggest a meeting to discuss expectations, roles, and a plan to move forward.
2. **Reach out to your lecturer or tutor**: They can provide guidance and support. They may be able to facilitate a team meeting or provide resources on effective teamwork and communication.
3. **Use available resources**: UQ offers resources to help with group work, such as the UQ Library's guide on group work and the Student Services team's workshops on effective teamwork.
4. **Document everything**: Keep a record of all communication, decisions, and actions taken. This can help protect your individual assessment grade if the team's communication issues persist.
5. **Consider a team reshuffle**: If the communication issues are severe and affecting your learning, you may want to discuss the possibility of a team reshuffle with your lecturer or tutor. This should be a last resort, as it can disrupt the learning experience for all team members.
6. **Focus on your own work**: While it's important to try and resolve team communication issues, also ensure",4.666666666666667,5.0,5.0,4.666666666666667,0.9566666666666667
48,"I am an international B student. If I drop a course, will my visa be cancelled?","I cannot give a definite visa outcome. Dropping a course or reducing your study load may be visa-sensitive, especially for international students. You should seek advice from international student support, your faculty, and official visa guidance before changing your enrolment.","If you are an international student on a student visa (subclass 500), you must maintain a full-time study load of at least 1.0 EFTSL (Equivalent Full-Time Student Load) per semester. Dropping a course below this load may result in your visa being cancelled.

Here's what you need to know:

* A standard full-time study load is 1.0 EFTSL per semester.
* If you drop a course, you must ensure you still have a full-time study load. For example, if you drop a 2-unit course, you must add another 2-unit course to maintain a full-time load.
* If you drop a course and your study load falls below 1.0 EFTSL, you must apply for a reduced study load and provide valid reasons. If your application is approved, you can maintain your visa.
* If you drop a course and your study load falls below 1.0 EFTSL without approval, your visa may be cancelled.",5.0,5.0,4.333333333333333,4.0,0.9666666666666668
49,"am starting Semester 1, 2026 and want to follow the Software Information Systems major. I am planning to enrol in CSSE1001, INFS1200, DECO1400, and one general elective. Does this look consistent with the suggested first-semester plan?","Yes, that looks consistent with the Semester 1 commencement study plan for the Software Information Systems major. You should first check official course availability and then see if the timetable fit, and whether there are any personal circumstances that might affect your enrolment before finalising it.","Yes, your proposed semester plan for Semester 1, 2026 is consistent with the suggested first-semester plan for the Software Information Systems major. Here's a breakdown of your proposed courses:

* CSSE1001: Introduction to Programming
* INFS1200: Introduction to Information Systems
* DECO1400: Introduction to Data Analysis
* One general elective (choose any Level 1 course from the UQ Handbook)

This combination of courses meets the requirements for a full-time study load (24 units) and aligns with the recommended sequence for the Software Information Systems major. Make sure to check the UQ Handbook for any updates or changes to course offerings and prerequisites.",4.333333333333333,5.0,5.0,4.333333333333333,0.9133333333333333
MEAN,,,,3.5333333333333337,4.513333333333333,4.493333333333334,3.766666666666667,0.7795333333333333
